#no	Lineage_Name	Alt_Lineage_Name	parasiteGenus	order	family	genus	species	subspecies	Host_Status	Host_Age	Host_Environment	continent	country	region	site	coordinates	found	tested	Reference_Name	comment
10393	SFC3	H188	Haemoproteus	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	Migratory	Adult	Wild	Africa	Morocco	 	 	 	2	9	Mata et al 2015	 
10394	SFC3	MDG_H08	Haemoproteus	Passeriformes	Muscicapidae	Copsychus	Copsychus albospecularis	 	Resident	Unknown	Wild	Africa	Madagascar	 	Maromizaha	-18°57.94000', 048°27.92000'	 	 	Musa et al 2019	 
10395	SFC3	 	Haemoproteus	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	Migratory	Adult	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	1	4	Ellis et al 2020	 
10396	SFC4	 	Haemoproteus	Passeriformes	Laniidae	Lanius	Lanius collurio	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007a	 
10397	SFC4	 	Haemoproteus	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007a	 
10398	SFC4	 	Haemoproteus	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Hellgren et al 2007a	 
10399	SFC5	 	Plasmodium	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
10400	SFC6	 	Plasmodium	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
10401	SFC6	 	Plasmodium	Passeriformes	Muscicapidae	Phoenicurus	Phoenicurus phoenicurus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
10402	SFC7	 	Leucocytozoon	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
10403	SFC8	 	Leucocytozoon	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
10404	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Europe	Germany	 	 	 	5	495	Santiago-Alarcon et al 2011	 
10405	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus collybita	Phylloscopus collybita abietinus	 	 	Wild	Europe	Sweden	 	Örnsköldsvik	63°12.00000', 018°36.00000'	7	30	Bensch et al 2012	 
10406	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus brehmi	 	 	 	Wild	Europe	Spain	 	Andalusia	37°00.00000', -006°00.00000'	3	6	Bensch et al 2012	 
10407	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus brehmi	 	 	 	Wild	Europe	France	 	Pyrenees	43°06.00000', -001°00.00000'	5	22	Bensch et al 2012	 
10408	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus collybita	Phylloscopus collybita collybita	 	 	Wild	Europe	France	 	Pyrenees	43°06.00000', -001°00.00000'	1	28	Bensch et al 2012	 
10409	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus collybita	Phylloscopus collybita collybita	 	 	Wild	Europe	Sweden	 	Revinge	55°42.00000', 013°28.00000'	1	30	Bensch et al 2012	 
10410	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Europe	Portugal	Madeira	 	 	1	43	Pérez-Rodriguez et al 2013b	 
10411	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Europe	Spain	Canarias	Tenerife	28°16.70000', -016°37.00000'	1	69	Pérez-Rodriguez et al 2013b	 
10412	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	Migratory	 	Wild	Africa	Nigeria	Plateau	Aplori	09°52.430000', 008°58.32000'	1	179	Hellgren et al 2013b	 
10413	SFC8	H027	Leucocytozoon	Passeriformes	Alaudidae	Eremophila	Eremophila alpestris	 	Resident	Adult	Wild	Asia	Armenia	 	Mt. Aragats	40°28.20000', 044°11.40000'	1	9	Drovetski et al 2014	 
10414	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Adult	Wild	Asia	Armenia	 	Stepanavan Dendropark	40°56.40000', 044°28.80000'	1	1	Drovetski et al 2014	 
10415	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Juvenile	Wild	Europe	Portugal	 	Barragem Santa Luzia	40°05.40000 ', -007°51.60000'	2	5	Drovetski et al 2014	 
10416	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Adult	Wild	Europe	Portugal	 	Buçaco	40°22.20000', -008°21.60000'	4	5	Drovetski et al 2014	 
10417	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Unknown	Wild	Europe	Portugal	 	Margaraça	40°12.60000', -007°54.60000'	4	5	Drovetski et al 2014	 
10418	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Adult	Wild	Europe	Portugal	 	Mata do Camarido	41°51.60000', -008°51.60000'	1	2	Drovetski et al 2014	 
10419	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Adult	Wild	Europe	Portugal	 	Montalegre	41°49.20000', -007°46.80000'	1	3	Drovetski et al 2014	 
10420	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Luscinia	Luscinia megarhynchos	 	Migratory	Adult	Wild	Europe	Portugal	 	Barragem Santa Luzia	40°05.40000 ', -007°51.60000'	1	1	Drovetski et al 2014	 
10421	SFC8	H027	Leucocytozoon	Passeriformes	Muscicapidae	Phoenicurus	Phoenicurus phoenicurus	 	Migratory	Juvenile	Wild	Asia	Armenia	 	Meghri	38°54.00000', 046°14.40000'	2	7	Drovetski et al 2014	 
10422	SFC8	H027	Leucocytozoon	Passeriformes	Sittidae	Sitta	Sitta europaea	 	Resident	Adult	Wild	Asia	Armenia	 	Aghavnadzor	40°34.20000', 044°41.40000'	1	1	Drovetski et al 2014	 
10423	SFC8	H027	Leucocytozoon	Passeriformes	Sittidae	Sitta	Sitta krueperi	 	Resident	Unknown	Wild	Asia	Russia	Krasnodarskiy Kray	Laura	43°42.00000', 040°21.00000'	1	4	Drovetski et al 2014	 
10424	SFC8	H027	Leucocytozoon	Passeriformes	Sittidae	Sitta	Sitta krueperi	 	Resident	Unknown	Wild	Asia	Russia	Krasnodarskiy Kray	Mt. Khatsavita	43°55.20000', 040°47.40000'	1	3	Drovetski et al 2014	 
10425	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Resident	Adult	Wild	Europe	Portugal	 	Açor	40°11.40000', -007°49.20000'	5	5	Drovetski et al 2014	 
10426	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Resident	Adult	Wild	Europe	Portugal	 	Buçaco	40°22.20000', -008°21.60000'	1	2	Drovetski et al 2014	 
10427	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Resident	Juvenile	Wild	Europe	Portugal	 	Choupal	40°13.20000', -008°27.00000'	1	11	Drovetski et al 2014	 
10428	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	Migratory	Unknown	Wild	Europe	Portugal	 	Ponte Romana	41°47.40000', -007°45.00000'	1	1	Drovetski et al 2014	 
10429	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia cantillans	 	Migratory	Juvenile	Wild	Europe	Portugal	 	Açor	40°11.40000', -007°49.20000'	2	2	Drovetski et al 2014	 
10430	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	Resident	Adult	Wild	Africa	Morocco	 	Tajgalt	30°45.60000', -008°26.40000'	1	8	Drovetski et al 2014	 
10431	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	Resident	Adult	Wild	Europe	Portugal	 	Barragem Santa Luzia	40°05.40000 ', -007°51.60000'	2	2	Drovetski et al 2014	 
10432	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	Resident	Juvenile	Wild	Europe	Portugal	 	Barragem Santa Luzia	40°05.40000 ', -007°51.60000'	3	6	Drovetski et al 2014	 
10433	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	Resident	Unknown	Wild	Europe	Portugal	 	Larçã	40°19.20000', -008°24.00000'	1	6	Drovetski et al 2014	 
10434	SFC8	H027	Leucocytozoon	Passeriformes	Certhiidae	Troglodytes	Troglodytes troglodytes	 	Resident	Juvenile	Wild	Asia	Armenia	 	Kaler	39°04.20000', 046°16.20000'	1	1	Drovetski et al 2014	 
10435	SFC8	H027	Leucocytozoon	Passeriformes	Certhiidae	Troglodytes	Troglodytes troglodytes	 	Resident	Adult	Wild	Asia	Armenia	 	Stepanavan Dendropark	40°56.40000', 044°28.80000'	1	1	Drovetski et al 2014	 
10436	SFC8	H027	Leucocytozoon	Passeriformes	Certhiidae	Troglodytes	Troglodytes troglodytes	 	Resident	Adult	Wild	Africa	Morocco	 	Amrah	35°08.40000', -005°15.60000'	1	2	Drovetski et al 2014	 
10437	SFC8	H027	Leucocytozoon	Passeriformes	Certhiidae	Troglodytes	Troglodytes troglodytes	 	Resident	Adult	Wild	Europe	Portugal	 	Barragem Santa Luzia	40°05.40000 ', -007°51.60000'	2	2	Drovetski et al 2014	 
10438	SFC8	SFC8	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	Migratory	Adult	Wild	Europe	Spain	 	Sevilla	37°23.00000', -005°57.00000'	1	187	Lopez et al 2013	 
10439	SFC8	FIPA04	Leucocytozoon	Passeriformes	Muscicapidae	Ficedula	Ficedula parva	 	Migratory	Unknown	Wild	Asia	China	 	Beijing Normal University Campus	39°57.76000', 116°21.46000'	1	15	Huang et al 2015	 
10440	SFC8	L-H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia conspicillata	 	Migratory	Unknown	Wild	Europe	Spain	 	 	 	1	54	Illera et al 2015	 
10441	SFC8	H027	Leucocytozoon	Passeriformes	Certhiidae	Troglodytes	Troglodytes troglodytes	 	Resident	Adult	Wild	Africa	Morocco	 	 	 	1	6	Mata et al 2015	 
10442	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	Resident	Adult	Wild	Africa	Morocco	 	 	 	1	21	Mata et al 2015	 
10443	SFC8	H027	Leucocytozoon	Passeriformes	Certhiidae	Troglodytes	Troglodytes troglodytes	 	Resident	Adult	Wild	Europe	Portugal	 	 	 	2	31	Mata et al 2015	 
10444	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Adult + Juvenile	Wild	Europe	Portugal	 	 	 	12	72	Mata et al 2015	 
10445	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Resident	Adult	Wild	Europe	Portugal	 	 	 	7	78	Mata et al 2015	 
10446	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	Migratory	Unknown	Wild	Europe	Portugal	 	 	 	1	1	Mata et al 2015	 
10447	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	Resident	Adult + Juvenile	Wild	Europe	Portugal	 	 	 	6	42	Mata et al 2015	 
10448	SFC8	H027	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia cantillans	 	Migratory	Juvenile	Wild	Europe	Portugal	 	 	 	2	4	Mata et al 2015	 
10449	SFC8	H027	Leucocytozoon	Passeriformes	Turdidae	Luscinia	Luscinia megarhynchos	 	Migratory	Adult	Wild	Europe	Portugal	 	 	 	1	2	Mata et al 2015	 
10450	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus schoenobaenus	 	Migratory	Adult	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	1	34	Ellis et al 2020	 
10451	SFC8	 	Leucocytozoon	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Migratory	Adult	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	2	52	Ellis et al 2020	 
10452	SFC8	 	Leucocytozoon	Passeriformes	Muscicapidae	Phoenicurus	Phoenicurus phoenicurus	 	Migratory	Adult	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	2	9	Ellis et al 2020	 
10453	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus trochilus	 	Migratory	Adult	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	1	108	Ellis et al 2020	 
10454	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus trochilus	 	Migratory	Juvenile	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	1	104	Ellis et al 2020	 
10455	SFC8	 	Leucocytozoon	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Migratory	Adult	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	3	120	Ellis et al 2020	 
10456	SFC9	 	Haemoproteus	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Europe	Bulgaria	 	 	 	 	 	Dimitrov et al 2010	 
10457	SFC9	 	Haemoproteus	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Europe	Bulgaria	 	 	 	1	3	Dimitrov et al 2010	 
10458	SFC9	H055	Haemoproteus	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	Migratory	Adult	Wild	Africa	Morocco	 	 	 	2	9	Mata et al 2015	 
10459	SGS1	P22	Plasmodium	Passeriformes	Sturnidae	Sturnus	Sturnus tristis	 	 	 	Wild	Asia	India	 	 	 	 	 	Beadell et al 2006	 
10460	SGS1	P22	Plasmodium	Passeriformes	Sturnidae	Sturnus	Sturnus tristis	 	 	 	Wild	Oceania	New Zealand	 	 	 	 	 	Beadell et al 2006	 
10461	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus arundinaceus	 	Migratory	Adult	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	10	782	Bensch et al 2007	 
10462	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus arundinaceus	 	 	 	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	2	52	Zehtindjiev et al 2008	 
10463	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus palustris	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Hellgren et al 2007b	 
10464	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus schoenobaenus	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Waldenström et al 2002	 
10465	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus scirpaceus	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Waldenström et al 2002	 
10466	SGS1	P22	Plasmodium	Passeriformes	Fringillidae	Carduelis	Carduelis chloris	 	 	 	Wild	Europe	Ukraine	 	 	 	 	 	Beadell et al 2006	 
10467	SGS1	 	Plasmodium	Passeriformes	Fringillidae	Carpodacus	Carpodacus erythrinus	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
10468	SGS1	 	Plasmodium	Passeriformes	Muscicapidae	Cercotrichas	Cercotrichas podobe	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
10469	SGS1	 	Plasmodium	Passeriformes	Muscicapidae	Cercotrichas	Cercotrichas galactotes	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
10470	SGS1	 	Plasmodium	Passeriformes	Fringillidae	Coccothraustes	Coccothraustes coccothraustes	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Palinauskas et al 2007	 
10471	SGS1	 	Plasmodium	Passeriformes	Corvidae	Corvus	Corvus corone	 	 	 	Wild	Asia	Israel	 	 	 	 	 	Martinsen et al 2006	 
10472	SGS1	 	Plasmodium	Passeriformes	Fringillidae	Emberiza	Emberiza hortulana	 	 	 	Wild	Asia	Israel	 	 	 	 	 	Martinsen et al 2006	 
10473	SGS1	 	Plasmodium	Passeriformes	Fringillidae	Emberiza	Emberiza tahapisi	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
10474	SGS1	 	Plasmodium	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Hellgren et al 2007b	 
10475	SGS1	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula hypoleuca	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
10476	SGS1	P22	Plasmodium	Passeriformes	Corvidae	Garrulus	Garrulus glandarius	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Beadell et al 2006	 
10477	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Hippolais	Hippolais polyglotta	 	 	 	Wild	Europe	France	 	 	 	 	 	Hellgren et al 2007b	 
10478	SGS1	 	Plasmodium	Passeriformes	Turdidae	Luscinia	Luscinia svecica	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren 2005	 
10479	SGS1	 	Plasmodium	Passeriformes	Motacillidae	Motacilla	Motacilla flava	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Hellgren et al 2007b	 
10480	SGS1	 	Plasmodium	Passeriformes	Muscicapidae	Muscicapa	Muscicapa striata	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Hellgren et al 2007b	 
10481	SGS1	 	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	United Kingdom	 	 	 	 	 	Wood et al 2007	 
10482	SGS1	P22	Plasmodium	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Beadell et al 2006	 
10483	SGS1	 	Plasmodium	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
10484	SGS1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	France	 	 	 	 	 	Bonneaud et al 2006	 
10485	SGS1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Asia	Israel	 	 	 	 	 	Martinsen et al 2006	 
10486	SGS1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer luteus	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Waldenström et al 2002	 
10487	SGS1	 	Plasmodium	Passeriformes	Turdidae	Saxicola	Saxicola rubetra	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
10488	SGS1	 	Plasmodium	Passeriformes	Turdidae	Saxicola	Saxicola rubetra	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
10489	SGS1	P22	Plasmodium	Passeriformes	Paridae	Poecile	Poecile varius	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Beadell et al 2006	 
10490	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Hellgren et al 2007b	 
10491	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Europe	France	 	 	 	 	 	Hellgren et al 2007b	 
10492	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	 	 	Wild	Europe	Italy	 	 	 	 	 	Hellgren et al 2007b	 
10493	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
10494	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	 	 	Wild	Europe	Belgium	 	 	 	 	 	Hellgren et al 2007b	 
10495	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
10496	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	 	 	Wild	Europe	Ukraine	 	 	 	 	 	Hellgren et al 2007b	 
10497	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia communis	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
10498	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia communis	 	 	 	Wild	Europe	Lithuania	 	 	 	 	 	Hellgren et al 2007b	 
10499	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia curruca	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Waldenström et al 2002	 
10500	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia curruca	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Hellgren et al 2007b	 
10501	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Hellgren et al 2007b	 
10502	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia melanocephala	 	 	 	Wild	Europe	Bulgaria	 	 	 	 	 	Hellgren et al 2007b	 
10503	SGS1	 	Plasmodium	Gruiformes	Gruidae	Grus	Grus nigricollis	 	 	 	Captivity	Asia	China	 	 	 	 	 	Jia et al unpubl	Zoological garden
10504	SGS1	 	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	United Kingdom	 	 	 	 	 	Cosgrove et al 2008	 
10505	SGS1	 	Plasmodium	Passeriformes	Hirundinidae	Delichon	Delichon urbicum	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Marzal et al 2008	 
10506	SGS1	 	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Stjernman et al 2008	 
10507	SGS1	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	 	 	Wild	Europe	Hungary	 	Pilis Mountains	47°43.00000', 019°01.00000'	 	 	Szöllösi et al 2009	 
10508	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus scirpaceus	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Palinauskas et al 2008	 
10509	SGS1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	France	 	 	 	 	 	Loiseau et al 2008	 
10510	SGS1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer griseus	 	 	 	Wild	Africa	Nigeria	 	Malamfatori	13°33.00000', 013°23.00000'	2	7	Bensch & Ottosson  unpubl	 
10511	SGS1	 	Plasmodium	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus agricola	 	 	 	Wild	Europe	Bulgaria	 	Durankulak	43°40.00000', 028°32.00000'	3	57	Zehtindjiev et al 2009	 
10512	SGS1	Cyan1	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Martínez et al 2009	 
10513	SGS1	Z73	Plasmodium	Passeriformes	Pycnonotidae	Hypsipetes	Hypsipetes amaurotis	 	 	 	Captivity	Asia	Japan	 	Kanagawa	35°49.00000', 139°52.00000'	 	 	Ejiri et al 2009	Kanagawa Zoo
10514	SGS1	Z73	Plasmodium	Galliformes	Phasianidae	Lophophorus	Lophophorus impejanus	 	 	 	Captivity	Asia	Japan	 	Kanagawa	35°49.00000', 139°52.00000'	 	 	Ejiri et al 2009	Kanagawa Zoo
